POÇO ANP,BLOCO,BACIA,ESTADO,AMBIENTE,OPERADOR,INÍCIO DA PERFURAÇÃO,CONCLUSÃO DO POÇO,NOTIFICAÇÃO DE DESCOBERTA ?,DATA DA NOTIFICAÇÃO DE DESCOBERTA
1-STAR-3-BA,REC-T-192,Recôncavo,BA,TERRA,SHB,2007-10-29 08:30:00,2007-12-28 00:00:00,Sim,2007-12-27 00:00:00
1-PTX-13-RN,POT-T-513,Potiguar,RN,TERRA,Mandacaru Energia,2007-10-28 21:30:00,2007-11-11 00:00:00,Sim,2007-11-05 00:00:00
1-BRSA-512DB-ES,BT-ES-15,Espírito Santo,ES,TERRA,Petrobras,2007-10-26 23:00:00,2007-12-01 00:00:00,Não,
1-BRSA-535A-ESS,ES-M-588,Espírito Santo,ES,MAR,Petrobras,2007-10-23 19:45:00,2009-01-05 00:00:00,Sim,2008-02-25 00:00:00
1-STAR-2-BA,REC-T-178,Recôncavo,BA,TERRA,SHB,2007-10-22 04:00:00,2007-11-04 00:00:00,Sim,2007-11-05 00:00:00
1-BRSA-532A-SPS,BM-S-8,Santos,SP,MAR,Petrobras,2007-10-20 11:30:00,2008-05-18 00:00:00,Sim,2008-03-06 00:00:00
4-BRSA-537-RN,POT-T-700,Potiguar,RN,TERRA,Petrobras,2007-10-19 11:00:00,2008-09-13 00:00:00,Sim,2007-11-23 00:00:00
1-PTX-12-RN,POT-T-559,Potiguar,RN,TERRA,Mandacaru Energia,2007-10-18 20:00:00,2007-10-25 00:00:00,Não,
1-AURI-21-RN,POT-T-432,Potiguar,RN,TERRA,Aurizônia Petróleo,2007-10-13 23:00:00,2007-10-31 00:00:00,Sim,2007-10-31 00:00:00
1-GALP-11-SE,SEAL-T-412,Sergipe,SE,TERRA,Petrogal Brasil,2007-10-11 10:00:00,2007-11-05 00:00:00,Sim,2008-11-10 00:00:00
1-PTX-11-RN,POT-T-514,Potiguar,RN,TERRA,Mandacaru Energia,2007-10-10 18:00:00,2007-10-15 00:00:00,Sim,2007-10-15 00:00:00
4-BRSA-536-ES,ES-T-418,Espírito Santo,ES,TERRA,Petrobras,2007-10-10 03:30:00,2007-10-21 00:00:00,Sim,2007-10-22 00:00:00
1-BRSA-535-ESS,ES-M-588,Espírito Santo,ES,MAR,Petrobras,2007-10-07 20:00:00,2007-10-20 00:00:00,Não,
1-STAR-1-BA,REC-T-192,Recôncavo,BA,TERRA,SHB,2007-10-07 03:30:00,2007-10-17 00:00:00,Não,
4-BRSA-534-ES,ES-T-409,Espírito Santo,ES,TERRA,Petrobras,2007-10-05 07:00:00,2007-11-12 00:00:00,Sim,2007-10-15 00:00:00
1-BRSA-533-RN,POT-T-791,Potiguar,RN,TERRA,Petrobras,2007-10-03 21:00:00,2008-01-16 00:00:00,Não,
1-BRSA-532-SPS,BM-S-8,Santos,SP,MAR,Petrobras,2007-10-02 19:00:00,2007-10-20 00:00:00,Não,
1-BRSA-531-RN,POT-T-480,Potiguar,RN,TERRA,Petrobras,2007-10-01 17:00:00,2007-11-06 00:00:00,Não,
4-BRSA-530-ESS,BM-ES-5,Espírito Santo,ES,MAR,Petrobras,2007-09-29 22:15:00,2007-12-05 00:00:00,Sim,2007-11-20 00:00:00
4-BRSA-529-BAS,BCAM-40,Camamu,BA,MAR,Petrobras,2007-09-22 22:00:00,2008-03-22 00:00:00,Sim,2008-01-14 00:00:00
1-BRSA-526-SPS,BM-S-21,Santos,SP,MAR,Petrobras,2007-09-17 09:30:00,2007-12-06 00:00:00,Sim,2007-12-03 00:00:00
1-BRSA-527-ES,ES-T-454,Espírito Santo,ES,TERRA,Petrobras,2007-09-16 03:30:00,2007-10-05 00:00:00,Não,
1-GALP-10-RN,POT-T-240,Potiguar,RN,TERRA,Petrogal Brasil,2007-09-10 23:00:00,2007-09-26 00:00:00,Não,
1-QTR-8-RN,POT-T-477,Potiguar,RN,TERRA,Quantra,2007-09-06 08:30:00,2007-10-07 00:00:00,Não,
1-ELPS-17DA-BAS,BM-CAL-4,Camamu,BA,MAR,3R Petroleum Off,2007-09-06 06:00:00,2007-11-09 00:00:00,Sim,2007-10-09 00:00:00
1-ENI-6A-RJS,BM-S-4,Santos,RJ,MAR,Eni Oil,2007-09-06 06:00:00,2007-11-20 00:00:00,Sim,2007-10-31 00:00:00
4-BRSA-522-ES,ES-T-382,Espírito Santo,ES,TERRA,Petrobras,2007-08-27 18:30:00,2007-10-16 00:00:00,Não,
1-BRSA-519-ES,ES-T-364,Espírito Santo,ES,TERRA,Petrobras,2007-08-16 11:00:00,2007-10-07 00:00:00,Sim,2007-09-04 00:00:00
1-WW-3-BA,REC-T-23,Recôncavo,BA,TERRA,W. Washington,2007-08-16 02:00:00,2007-08-27 00:00:00,Não,
1-BRSA-518-RN,POT-T-435,Potiguar,RN,TERRA,Petrobras,2007-08-14 09:30:00,2007-09-01 00:00:00,Não,
1-ENI-6-RJS,BM-S-4,Santos,RJ,MAR,Eni Oil,2007-08-11 11:30:00,2007-09-01 00:00:00,Não,
1-PSY-14-RN,BT-POT-5,Potiguar,RN,TERRA,Petrosynergy,2007-08-06 06:00:00,2007-12-03 00:00:00,Sim,2007-12-04 00:00:00
1-WW-2-BA,REC-T-32,Recôncavo,BA,TERRA,W. Washington,2007-08-01 18:00:00,2007-09-08 00:00:00,Sim,2009-10-27 00:00:00
1-BRSA-512DA-ES,BT-ES-15,Espírito Santo,ES,TERRA,Petrobras,2007-08-01 11:00:00,2007-09-30 00:00:00,Não,
1-BRSA-516D-RN,BT-POT-9,Potiguar,RN,TERRA,Petrobras,2007-07-31 10:30:00,2007-09-24 00:00:00,Não,
1-QTR-7-RN,POT-T-434,Potiguar,RN,TERRA,Quantra,2007-07-30 12:00:00,2007-09-01 00:00:00,Sim,2007-09-04 00:00:00
1-GALP-8-RN,POT-T-602,Potiguar,RN,TERRA,Petrogal Brasil,2007-07-27 15:00:00,2007-08-15 00:00:00,Não,
3-PSY-13-RN,POT-T-352,Potiguar,RN,TERRA,Petrosynergy,2007-07-23 15:00:00,2007-09-03 00:00:00,Sim,2007-08-29 00:00:00
1-BRSA-513D-AL,BT-SEAL-2,Alagoas,AL,TERRA,Petrobras,2007-07-19 22:00:00,2008-04-22 00:00:00,Sim,2007-10-31 00:00:00
1-QTR-6-RN,POT-T-704,Potiguar,RN,TERRA,Quantra,2007-07-17 15:00:00,2007-09-02 00:00:00,Sim,2007-09-04 00:00:00
1-BRSA-512D-ES,BT-ES-15,Espírito Santo,ES,TERRA,Petrobras,2007-07-12 04:00:00,2007-07-31 00:00:00,Não,
3-ENI-5-RJS,BM-S-4,Santos,RJ,MAR,Eni Oil,2007-07-10 05:45:00,2007-12-09 00:00:00,Sim,2007-10-16 00:00:00
1-BRSA-507D-ES,ES-T-496,Espírito Santo,ES,TERRA,Petrobras,2007-06-28 01:00:00,2007-09-06 00:00:00,Sim,2007-07-09 00:00:00
1-AURI-19B-RN,POT-T-393,Potiguar,RN,TERRA,Aurizônia Petróleo,2007-06-23 20:30:00,2007-07-25 00:00:00,Não,
1-GALP-5-RN,POT-T-601,Potiguar,RN,TERRA,Petrogal Brasil,2007-06-09 18:00:00,2007-06-20 00:00:00,Não,
1-BRSA-502-BA,BT-REC-7,Recôncavo,BA,TERRA,Petrobras,2007-06-01 13:00:00,2009-12-15 00:00:00,Sim,2007-07-17 00:00:00
1-GALP-4-RN,POT-T-355,Potiguar,RN,TERRA,Petrogal Brasil,2007-05-23 21:30:00,2007-06-18 00:00:00,Não,
1-GALP-3-RN,POT-T-556,Potiguar,RN,TERRA,Petrogal Brasil,2007-05-22 03:00:00,2007-06-03 00:00:00,Não,
1-BRSA-499-ES,ES-T-516,Espírito Santo,ES,TERRA,Petrobras,2007-05-20 22:00:00,2007-07-23 00:00:00,Sim,2007-06-01 00:00:00
1-BRSA-498-SPS,BM-S-3,Santos,SP,MAR,Petrobras,2007-05-17 00:30:00,2007-08-30 00:00:00,Sim,2007-07-26 00:00:00
1-AURI-20-RN,POT-T-392,Potiguar,RN,TERRA,Aurizônia Petróleo,2007-05-10 02:00:00,2007-06-07 00:00:00,Não,
3-BRSA-496-RJS,BM-S-11,Santos,RJ,MAR,Petrobras,2007-05-07 14:00:00,2007-09-28 00:00:00,Sim,2007-08-08 00:00:00
1-BRSA-495D-RN,BT-POT-9,Potiguar,RN,TERRA,Petrobras,2007-05-06 06:30:00,2007-06-16 00:00:00,Não,
3-BRSA-494-ES,ES-T-486,Espírito Santo,ES,TERRA,Petrobras,2007-05-04 07:30:00,2007-06-30 00:00:00,Sim,2007-05-16 00:00:00
1-AURI-19A-RN,POT-T-393,Potiguar,RN,TERRA,Aurizônia Petróleo,2007-04-27 16:00:00,2007-05-03 00:00:00,Não,
1-QG-4-BA,BT-REC-8,Recôncavo,BA,TERRA,Queiroz Galvão,2007-04-27 13:15:00,2008-02-21 00:00:00,Sim,2007-06-12 00:00:00
4-BRSA-492-SE,SEAL-T-367,Sergipe,SE,TERRA,Petrobras,2007-04-19 01:00:00,2007-05-05 00:00:00,Sim,2007-05-02 00:00:00
1-PTX-10-RN,POT-T-557,Potiguar,RN,TERRA,Mandacaru Energia,2007-04-17 08:00:00,2007-04-21 00:00:00,Não,
1-AURI-19-RN,POT-T-393,Potiguar,RN,TERRA,Aurizônia Petróleo,2007-04-14 02:30:00,2007-04-23 00:00:00,Não,
1-BRSA-489D-RN,BT-POT-8,Potiguar,RN,TERRA,Petrobras,2007-04-13 09:30:00,2009-09-11 00:00:00,Não,
1-GALP-2-RN,POT-T-394,Potiguar,RN,TERRA,Petrogal Brasil,2007-04-12 10:30:00,2007-05-16 00:00:00,Sim,2007-05-14 00:00:00
1-GALP-1-RN,POT-T-478,Potiguar,RN,TERRA,Petrogal Brasil,2007-04-08 08:30:00,2007-05-13 00:00:00,Sim,2007-05-08 00:00:00
1-BRSA-491-SPS,LPA,Santos,SP,MAR,Petrobras,2007-04-04 23:00:00,2007-09-15 00:00:00,Sim,2007-08-07 00:00:00
3-PTX-9-RN,POT-T-557,Potiguar,RN,TERRA,Mandacaru Energia,2007-04-04 17:00:00,2007-04-14 00:00:00,Sim,2007-04-13 00:00:00
1-BRSA-488-ES,ES-T-506,Espírito Santo,ES,TERRA,Petrobras,2007-03-30 04:00:00,2007-04-15 00:00:00,Não,
1-AURI-18-RN,POT-T-403,Potiguar,RN,TERRA,Aurizônia Petróleo,2007-03-26 00:05:00,2007-04-06 00:00:00,Não,
1-BRSA-487-RN,POT-T-575,Potiguar,RN,TERRA,Petrobras,2007-03-23 14:00:00,2007-04-01 00:00:00,Não,
6-BRSA-486-ESS,BM-ES-5,Espírito Santo,ES,MAR,Petrobras,2007-03-21 18:40:00,2007-09-18 00:00:00,Sim,2007-07-02 00:00:00
3-BRSA-485HP-ES,ES-T-382,Espírito Santo,ES,TERRA,Petrobras,2007-03-14 20:00:00,2007-09-05 00:00:00,Sim,2007-03-26 00:00:00
1-AURI-17-RN,POT-T-404,Potiguar,RN,TERRA,Aurizônia Petróleo,2007-03-09 01:00:00,2007-03-18 00:00:00,Não,
1-SHEL-21A-RJS,BM-S-31,Santos,RJ,MAR,Shell,2007-03-09 01:00:00,2007-06-01 00:00:00,Sim,2007-04-28 00:00:00
1-SHEL-21-RJS,BM-S-31,Santos,RJ,MAR,Shell,2007-03-05 17:00:00,2007-03-06 00:00:00,Não,
3-BRSA-483-AM,AZU,Amazonas,AM,TERRA,Petrobras,2007-03-04 14:30:00,2007-04-20 00:00:00,Sim,2007-04-23 00:00:00
1-BRSA-482-ES,ES-T-373,Espírito Santo,ES,TERRA,Petrobras,2007-03-01 12:30:00,2007-08-16 00:00:00,Sim,2007-03-16 00:00:00
3-BRSA-481-RJS,BC-2,Campos,RJ,MAR,Petrobras,2007-02-25 16:30:00,2007-05-04 00:00:00,Sim,2007-04-04 00:00:00
1-QTR-5-RN,POT-T-485,Potiguar,RN,TERRA,Quantra,2007-02-16 23:00:00,2007-03-01 00:00:00,Sim,2007-03-02 00:00:00
1-ELPS-17D-BAS,BM-CAL-4,Camamu,BA,MAR,3R Petroleum Off,2007-02-11 14:11:00,2007-11-09 00:00:00,Sim,2007-08-07 00:00:00
1-DEV-13-RJS,BM-C-8,Campos,RJ,MAR,BP Energy,2007-02-11 10:30:00,2007-02-26 00:00:00,Não,
3-BRSA-479-ES,ES-T-382,Espírito Santo,ES,TERRA,Petrobras,2007-02-09 18:00:00,2007-09-05 00:00:00,Sim,2007-02-26 00:00:00
1-ELPS-16D-BAS,BM-CAL-4,Camamu,BA,MAR,3R Petroleum Off,2007-02-08 16:30:00,2007-11-09 00:00:00,Sim,2007-08-28 00:00:00
1-BRSA-478-ES,BT-ES-14,Espírito Santo,ES,TERRA,Petrobras,2007-02-08 11:35:00,2007-03-08 00:00:00,Não,
1-AURI-16-RN,POT-T-321,Potiguar,RN,TERRA,Aurizônia Petróleo,2007-02-02 13:00:00,2007-02-11 00:00:00,Sim,2007-02-13 00:00:00
3-DEV-12DP-RJS,BM-C-8,Campos,RJ,MAR,BP Energy,2007-01-21 00:30:00,2007-02-05 00:00:00,Não,
1-PSY-12DA-ES,ES-T-419,Espírito Santo,ES,TERRA,Petrosynergy,2007-01-18 16:30:00,2007-06-20 00:00:00,Não,
1-QTR-4-RN,POT-T-607,Potiguar,RN,TERRA,Quantra,2007-01-12 18:00:00,2007-01-27 00:00:00,Não,
3-DEV-11DP-RJS,BM-C-8,Campos,RJ,MAR,BP Energy,2007-01-10 16:00:00,2007-01-19 00:00:00,Não,
1-QG-3-BA,BT-REC-8,Recôncavo,BA,TERRA,Queiroz Galvão,2007-01-07 14:30:00,2007-02-21 00:00:00,Sim,2007-03-01 00:00:00
1-WW-1-BA,REC-T-139,Recôncavo,BA,TERRA,W. Washington,2006-12-26 20:00:00,2007-08-31 00:00:00,Sim,2007-09-06 00:00:00
1-QTR-3-RN,POT-T-562,Potiguar,RN,TERRA,Quantra,2006-12-23 07:00:00,2007-01-09 00:00:00,Não,
1-BRSA-471-SE,SEAL-T-367,Sergipe,SE,TERRA,Petrobras,2006-12-18 12:00:00,2006-12-29 00:00:00,Não,
1-BRSA-470D-BA,REC-T-221,Recôncavo,BA,TERRA,Petrobras,2006-12-17 00:01:00,2007-03-08 00:00:00,Sim,2007-02-06 00:00:00
1-DEV-10-RJS,BM-C-8,Campos,RJ,MAR,BP Energy,2006-12-11 20:45:00,2007-01-09 00:00:00,Não,
1-PSY-12-ES,ES-T-419,Espírito Santo,ES,TERRA,Petrosynergy,2006-12-02 14:30:00,2006-12-14 00:00:00,Sim,2007-06-15 00:00:00
1-PSY-11-RN,POT-T-524,Potiguar,RN,TERRA,Petrosynergy,2006-11-29 06:00:00,2006-12-14 00:00:00,Não,
1-BRSA-466-ES,ES-T-505,Espírito Santo,ES,TERRA,Petrobras,2006-11-28 15:30:00,2007-03-24 00:00:00,Não,
4-BRSA-465-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2006-11-24 00:01:00,2007-03-12 00:00:00,Não,
1-PSY-10-RN,POT-T-523,Potiguar,RN,TERRA,Petrosynergy,2006-11-13 06:00:00,2006-11-24 00:00:00,Não,
1-BRSA-463-ES,CCNS,Espírito Santo,ES,TERRA,Petrobras,2006-11-11 03:30:00,2007-03-13 00:00:00,Sim,2006-11-22 00:00:00
1-POTI-6-RN,BT-POT-10,Potiguar,RN,TERRA,Potióleo,2006-11-11 00:30:00,2006-11-28 00:00:00,Não,
1-BRSA-464D-AL,BT-SEAL-2,Alagoas,AL,TERRA,Petrobras,2006-11-10 03:30:00,2007-06-11 00:00:00,Sim,2007-06-06 00:00:00
1-DEV-9-RJS,BM-C-8,Campos,RJ,MAR,BP Energy,2006-11-09 02:00:00,2006-12-10 00:00:00,Sim,2006-11-24 00:00:00
1-BRSA-462-CE,POT-T-210,Potiguar,CE,TERRA,Petrobras,2006-11-03 04:30:00,2006-11-12 00:00:00,Não,
1-BRSA-459-SE,SEAL-T-367,Sergipe,SE,TERRA,Petrobras,2006-10-29 03:00:00,2006-11-27 00:00:00,Sim,2006-11-28 00:00:00
4-PSY-9-RN,POT-T-523,Potiguar,RN,TERRA,Petrosynergy,2006-10-26 03:00:00,2006-11-12 00:00:00,Não,
1-BRSA-458-ESS,BM-C-4,Campos,ES,MAR,Petrobras,2006-10-24 09:00:00,2007-02-21 00:00:00,Sim,2007-01-16 00:00:00
1-BRSA-457-RN,POT-T-257,Potiguar,RN,TERRA,Petrobras,2006-10-14 10:30:00,2006-10-26 00:00:00,Não,
1-BRSA-455-RN,POT-T-520,Potiguar,RN,TERRA,Petrobras,2006-10-11 07:00:00,2008-12-30 00:00:00,Sim,2007-02-26 00:00:00
1-BRSA-456-RN,POT-T-700,Potiguar,RN,TERRA,Petrobras,2006-10-10 01:00:00,2007-01-31 00:00:00,Sim,2006-12-11 00:00:00
4-BRSA-454-RJS,BS-500,Santos,RJ,MAR,Petrobras,2006-10-03 13:30:00,2007-03-26 00:00:00,Sim,2007-02-23 00:00:00
4-BRSA-451-RJS,BS-500,Santos,RJ,MAR,Petrobras,2006-09-24 01:10:00,2006-11-19 00:00:00,Sim,2006-10-27 00:00:00
4-BRSA-450-RJS,BS-500,Santos,RJ,MAR,Petrobras,2006-09-23 20:19:00,2006-11-20 00:00:00,Sim,2006-10-17 00:00:00
4-BRSA-449-ESS,BC-60,Campos,ES,MAR,Petrobras,2006-09-22 13:30:00,2007-06-17 00:00:00,Sim,2007-02-14 00:00:00
4-BRSA-444A-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2006-09-20 10:15:00,2007-05-08 00:00:00,Sim,2007-02-09 00:00:00
1-PSY-7-RN,POT-T-528,Potiguar,RN,TERRA,Petrosynergy,2006-09-18 05:00:00,2006-10-27 00:00:00,Sim,2006-10-26 00:00:00
1-BRSA-447-BA,BT-REC-4,Recôncavo,BA,TERRA,Petrobras,2006-09-13 15:00:00,2006-10-30 00:00:00,Sim,2006-10-06 00:00:00
4-BRSA-446-ESS,BC-60,Campos,ES,MAR,Petrobras,2006-09-10 09:30:00,2007-03-12 00:00:00,Sim,2007-02-09 00:00:00
1-PTX-8-RN,POT-T-513,Potiguar,RN,TERRA,Mandacaru Energia,2006-09-08 03:30:00,2006-09-12 00:00:00,Sim,2006-09-12 00:00:00
1-PSY-8-RN,POT-T-699,Potiguar,RN,TERRA,Petrosynergy,2006-09-06 06:00:00,2006-09-30 00:00:00,Não,
1-BRSA-445D-ES,BT-ES-14,Espírito Santo,ES,TERRA,Petrobras,2006-09-05 19:00:00,2006-10-24 00:00:00,Não,
4-BRSA-444-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2006-09-03 03:53:00,2006-09-18 00:00:00,Não,
1-BRSA-442-BA,BT-REC-4,Recôncavo,BA,TERRA,Petrobras,2006-09-01 12:00:00,2006-10-18 00:00:00,Sim,2006-10-11 00:00:00
1-PTX-7-RN,POT-T-559,Potiguar,RN,TERRA,Mandacaru Energia,2006-08-31 03:30:00,2006-09-03 00:00:00,Não,
1-BRSA-440-BA,REC-T-42,Recôncavo,BA,TERRA,Petrobras,2006-08-21 16:30:00,2006-09-03 00:00:00,Sim,2006-09-04 00:00:00
1-BRSA-441-RN,POT-T-563,Potiguar,RN,TERRA,Petrobras,2006-08-21 06:00:00,2006-09-24 00:00:00,Não,
1-PTX-6-RN,POT-T-514,Potiguar,RN,TERRA,Mandacaru Energia,2006-08-20 14:30:00,2006-08-27 00:00:00,Não,
1-BRSA-439-ES,ES-T-516,Espírito Santo,ES,TERRA,Petrobras,2006-08-13 15:30:00,2007-07-23 00:00:00,Sim,2006-09-01 00:00:00
3-BRSA-438-ESS,BC-60,Campos,ES,MAR,Petrobras,2006-08-10 20:00:00,2006-09-21 00:00:00,Sim,2006-09-08 00:00:00
1-PTX-5-RN,POT-T-513,Potiguar,RN,TERRA,Mandacaru Energia,2006-08-09 08:55:00,2006-08-15 00:00:00,Sim,2006-08-14 00:00:00
4-BRSA-436-CE,BCE-5,Potiguar,CE,TERRA,Petrobras,2006-08-01 00:01:00,2006-08-17 00:00:00,Não,
1-PSY-6-RN,POT-T-524,Potiguar,RN,TERRA,Petrosynergy,2006-07-31 06:00:00,2006-08-27 00:00:00,Sim,2006-08-25 00:00:00
3-SHEL-20HPA-RJS,BS-4,Santos,RJ,MAR,Shell,2006-07-25 15:00:00,2006-08-26 00:00:00,Sim,2006-08-17 00:00:00
1-BRSA-433-ES,ES-T-516,Espírito Santo,ES,TERRA,Petrobras,2006-07-25 02:00:00,2007-07-23 00:00:00,Sim,2006-08-09 00:00:00
1-QTR-2-RN,POT-T-433,Potiguar,RN,TERRA,Quantra,2006-07-18 08:30:00,2006-08-08 00:00:00,Não,
3-SHEL-20HP-RJS,BS-4,Santos,RJ,MAR,Shell,2006-07-15 22:00:00,2006-07-25 00:00:00,Não,
4-BRSA-431-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2006-07-08 17:00:00,2006-09-02 00:00:00,Sim,2006-08-30 00:00:00
1-PSY-5-RN,POT-T-527,Potiguar,RN,TERRA,Petrosynergy,2006-07-06 15:30:00,2006-07-21 00:00:00,Sim,2006-07-20 00:00:00
1-BRSA-428-ES,ES-T-506,Espírito Santo,ES,TERRA,Petrobras,2006-07-03 09:00:00,2006-07-20 00:00:00,Não,
4-BRSA-429-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2006-06-30 18:40:00,2006-07-29 00:00:00,Sim,2006-07-25 00:00:00
1-QTR-1-RN,POT-T-476,Potiguar,RN,TERRA,Quantra,2006-06-20 21:30:00,2006-07-13 00:00:00,Sim,2006-07-13 00:00:00
1-BRSA-426-ES,ES-T-496,Espírito Santo,ES,TERRA,Petrobras,2006-06-15 06:00:00,2007-09-06 00:00:00,Sim,2006-06-28 00:00:00
4-BRSA-427-RJS,MRB,Campos,RJ,MAR,Petrobras,2006-06-14 23:45:00,2006-07-09 00:00:00,Não,
4-BRSA-420-ESS,BC-60,Campos,ES,MAR,Petrobras,2006-06-05 09:00:00,2006-08-08 00:00:00,Sim,2006-08-04 00:00:00
1-BRSA-424-ES,ES-T-506,Espírito Santo,ES,TERRA,Petrobras,2006-05-29 00:01:00,2006-06-10 00:00:00,Sim,2006-06-09 00:00:00
3-POTI-5-RN,BT-POT-10,Potiguar,RN,TERRA,Potióleo,2006-05-19 16:00:00,2006-06-03 00:00:00,Sim,2006-06-05 00:00:00
4-BRSA-423D-RN,BT-POT-8,Potiguar,RN,TERRA,Petrobras,2006-05-19 01:00:00,2006-12-30 00:00:00,Sim,2006-07-03 00:00:00
1-DEV-8-ESS,C-M-61,Campos,ES,MAR,BP Energy,2006-05-06 09:30:00,2006-05-27 00:00:00,Não,
3-BRSA-419-RJS,MRB,Campos,RJ,MAR,Petrobras,2006-05-04 10:30:00,2006-06-08 00:00:00,Sim,2006-06-05 00:00:00
1-BG-2DPB-SPS,BM-S-13,Santos,SP,MAR,BG Brasil,2006-04-23 08:00:00,2006-05-07 00:00:00,Não,
1-BRSA-418-ES,ES-T-496,Espírito Santo,ES,TERRA,Petrobras,2006-04-13 20:00:00,2006-05-09 00:00:00,Não,
1-KMG-3-ESS,C-M-101,Campos,ES,MAR,Kerr-McGee Brasil,2006-04-12 03:00:00,2006-05-03 00:00:00,Não,
3-BRSA-417-RJS,MRB,Campos,RJ,MAR,Petrobras,2006-04-09 06:00:00,2006-06-13 00:00:00,Sim,2006-06-12 00:00:00
1-BG-2DPA-SPS,BM-S-13,Santos,SP,MAR,BG Brasil,2006-04-06 17:00:00,2006-04-11 00:00:00,Não,
3-BRSA-415D-CES,BCE-5,Potiguar,CE,MAR,Petrobras,2006-03-23 06:00:00,2006-07-01 00:00:00,Não,
1-BG-2DP-SPS,BM-S-13,Santos,SP,MAR,BG Brasil,2006-03-22 12:00:00,2006-04-07 00:00:00,Não,
4-BRSA-413-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2006-03-17 16:00:00,2006-04-14 00:00:00,Sim,2006-04-25 00:00:00
1-BRSA-410D-AL,BT-SEAL-2,Alagoas,AL,TERRA,Petrobras,2006-03-17 05:00:00,2006-07-28 00:00:00,Não,
4-BRSA-411D-RN,BT-POT-8,Potiguar,RN,TERRA,Petrobras,2006-03-17 01:00:00,2006-07-07 00:00:00,Sim,2006-04-25 00:00:00
4-BRSA-406A-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2006-03-16 14:00:00,2006-07-05 00:00:00,Sim,2006-05-09 00:00:00
3-BRSA-414DP-BA,REC-T-41,Recôncavo,BA,TERRA,Petrobras,2006-03-10 03:30:00,2006-04-11 00:00:00,Sim,2006-03-22 00:00:00
4-BRSA-408-ESS,BC-60,Campos,ES,MAR,Petrobras,2006-03-05 04:00:00,2006-04-29 00:00:00,Não,
4-BRSA-406-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2006-03-02 17:00:00,2006-03-12 00:00:00,Não,
3-BRSA-405D-BA,REC-T-41,Recôncavo,BA,TERRA,Petrobras,2006-02-27 00:01:00,2006-03-09 00:00:00,Sim,2006-04-04 00:00:00
3-BRSA-404-ES,BT-ES-12,Espírito Santo,ES,TERRA,Petrobras,2006-02-22 06:30:00,2006-03-04 00:00:00,Sim,2006-03-07 00:00:00
4-AURI-15-RN,POT-T-302,Potiguar,RN,TERRA,Aurizônia Petróleo,2006-02-12 06:00:00,2006-03-07 00:00:00,Sim,2006-03-07 00:00:00
4-BRSA-403-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2006-02-11 08:30:00,2006-03-15 00:00:00,Sim,2006-03-13 00:00:00
4-BRSA-401-RJS,BS-500,Santos,RJ,MAR,Petrobras,2006-02-01 22:10:00,2006-05-01 00:00:00,Não,
1-POTI-4-RN,BT-POT-10,Potiguar,RN,TERRA,Potióleo,2006-01-27 03:00:00,2006-02-06 00:00:00,Sim,2006-02-07 00:00:00
3-BRSA-399-RN,PTS,Potiguar,RN,TERRA,Petrobras,2006-01-18 20:05:00,2006-04-04 00:00:00,Sim,2006-02-15 00:00:00
1-POTI-3-RN,BT-POT-10,Potiguar,RN,TERRA,Potióleo,2006-01-17 15:20:00,2006-02-15 00:00:00,Sim,2006-02-13 00:00:00
3-BRSA-398-SPS,BS-400,Santos,SP,MAR,Petrobras,2006-01-16 01:30:00,2006-02-17 00:00:00,Sim,2006-02-20 00:00:00
1-POTI-2-RN,BT-POT-10,Potiguar,RN,TERRA,Potióleo,2006-01-11 18:00:00,2006-01-19 00:00:00,Sim,2006-01-23 00:00:00
1-BRSA-397-RN,POT-T-791,Potiguar,RN,TERRA,Petrobras,2006-01-11 03:00:00,2006-01-22 00:00:00,Não,
3-BRSA-394-ESS,BC-60,Campos,ES,MAR,Petrobras,2005-12-28 05:30:00,2006-09-29 00:00:00,Sim,2006-03-02 00:00:00
1-BG-1-SPS,BM-S-13,Santos,SP,MAR,BG Brasil,2005-12-12 16:00:00,2006-05-15 00:00:00,Sim,2006-01-25 00:00:00
4-BRSA-392-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2005-12-07 03:15:00,2006-02-09 00:00:00,Sim,2006-01-25 00:00:00
3-BRSA-391-SPS,BS-400,Santos,SP,MAR,Petrobras,2005-11-30 01:30:00,2006-01-12 00:00:00,Sim,2005-12-27 00:00:00
1-BRSA-390D-AL,BT-SEAL-2,Alagoas,AL,TERRA,Petrobras,2005-11-26 10:00:00,2005-11-26 00:00:00,Não,
1-AURI-14-RN,POT-T-614,Potiguar,RN,TERRA,Aurizônia Petróleo,2005-11-24 06:00:00,2009-11-19 00:00:00,Não,
3-BRSA-387DP-RJS,BC-20,Campos,RJ,MAR,Petrobras,2005-11-22 08:15:00,2005-12-22 00:00:00,Sim,2005-12-12 00:00:00
